transaction_id,timestamp,hour,day_of_week,is_weekend,amount,atm_location,card_type,pin_failures,transaction_success,velocity_1h,velocity_24h,distance_from_home_km,balance_after,account_age_days,is_fraud
6913,2024-01-23 15:52:38,15,1,0,463.68,Downtown Branch,Visa,0,1,2,6,3.54,43878.28,1222,0
3370,2024-10-08 06:22:34,6,1,0,118.37,Airport Terminal,RuPay,0,1,2,2,43.54,40259.0,1235,0
7584,2024-04-25 09:30:12,9,3,0,435.37,Downtown Branch,RuPay,0,1,2,7,34.22,7946.59,1724,0
2533,2024-10-15 19:13:13,19,1,0,45.72,University Campus,Visa,0,1,1,3,4.9,27542.25,1656,0
4056,2024-12-23 00:51:44,0,0,0,435.24,Gas Station,Amex,1,1,1,7,3.87,26258.49,1400,0
2315,2024-11-13 09:46:24,9,2,0,289.98,Train Station,RuPay,0,1,3,3,29.57,35976.38,543,0
6654,2024-12-13 02:59:01,2,4,0,216.1,Remote Village,Visa,2,1,2,6,22.83,39785.15,2567,0
6886,2024-09-04 04:05:40,4,2,0,206.0,Downtown Branch,Visa,0,1,3,1,38.24,19433.82,3230,0
5938,2024-07-12 08:00:44,8,4,0,322.71,Airport Terminal,Visa,0,1,3,3,47.89,28739.0,1045,0
2816,2024-08-17 01:50:15,1,5,1,496.43,Downtown Branch,RuPay,0,1,3,4,28.4,24849.18,2614,0
3438,2024-02-11 09:45:46,9,6,1,224.36,Hospital,RuPay,1,1,1,8,27.8,33971.34,2782,0
3881,2024-12-25 22:53:39,22,2,0,332.39,Gas Station,Visa,0,1,2,7,32.46,36981.19,3521,0
4158,2024-10-24 22:57:37,22,3,0,242.91,Downtown Branch,Visa,2,1,2,1,22.2,31123.63,2673,0
67,2024-02-09 00:58:16,0,4,0,419.66,Hotel Lobby,Amex,0,1,1,3,13.72,48717.32,2296,0
7867,2024-12-11 07:17:37,7,2,0,370.85,Downtown Branch,Amex,0,1,3,2,16.52,36483.83,1535,0
617,2024-09-24 15:18:55,15,1,0,73.91,Downtown Branch,MasterCard,0,1,3,2,15.4,20141.33,3474,0
1119,2024-05-22 15:14:57,15,2,0,319.76,Gas Station,MasterCard,0,1,3,4,3.87,7705.85,3022,0
3261,2024-12-16 19:30:52,19,0,0,45.18,University Campus,Visa,0,1,3,5,2.66,19401.63,2947,0
3402,2024-07-26 21:29:54,21,4,0,486.19,Shopping Mall,Amex,0,1,3,6,3.0,5412.67,3517,0
3693,2024-05-29 21:10:18,21,2,0,160.24,Gas Station,Amex,0,1,1,3,10.55,28873.33,3515,0
938,2024-09-04 22:12:58,22,2,0,466.02,Airport Terminal,Visa,0,0,3,1,28.19,39532.26,217,0
6605,2024-06-24 13:17:03,13,0,0,55.13,Shopping Mall,Visa,0,1,2,2,38.65,40041.29,2695,0
2573,2024-09-27 09:10:48,9,4,0,280.16,Remote Village,Amex,0,1,2,2,41.24,36194.06,2302,0
7537,2024-08-16 09:49:35,9,4,0,319.92,Gas Station,Amex,0,0,3,6,34.59,45036.69,995,0
6325,2024-11-09 15:03:51,15,5,1,308.67,Hospital,Amex,0,1,2,2,19.21,36687.46,286,0
623,2024-02-04 08:23:51,8,6,1,23.18,Gas Station,MasterCard,0,1,3,8,35.51,37786.66,590,0
1682,2024-02-04 13:45:10,13,6,1,217.16,Downtown Branch,Visa,0,1,3,5,4.75,46551.35,2265,0
2127,2024-02-22 10:03:52,10,3,0,214.17,Suburban Branch,Amex,0,1,2,3,32.92,38968.04,1514,0
788,2024-06-21 15:05:23,15,4,0,269.03,Downtown Branch,Amex,0,1,3,6,21.31,23430.79,1705,0
3333,2024-08-02 08:18:58,8,4,0,75.95,Airport Terminal,Amex,0,1,3,8,27.44,28334.4,2913,0
7237,2024-10-02 12:27:32,12,2,0,149.2,Hospital,RuPay,1,1,2,7,18.29,3323.3,627,0
1093,2024-10-02 17:35:28,17,2,0,105.5,Gas Station,MasterCard,0,1,3,4,31.89,24263.23,2720,0
9104,2024-02-17 19:23:26,19,5,1,341.77,Downtown Branch,Amex,0,1,2,3,20.46,33232.72,2449,0
5021,2024-07-12 10:36:27,10,4,0,110.15,Suburban Branch,RuPay,0,1,3,2,30.71,41208.93,3119,0
9354,2024-02-28 20:49:20,20,2,0,30.87,Gas Station,Visa,0,1,2,2,6.94,20101.95,1024,0
5945,2024-08-18 06:55:06,6,6,1,158.3,Airport Terminal,Visa,0,1,3,6,6.71,24456.3,2989,0
3281,2024-05-03 23:13:22,23,4,0,241.93,Airport Terminal,MasterCard,0,0,1,2,42.47,22736.64,2848,0
8187,2024-01-11 19:07:53,19,3,0,233.55,University Campus,Visa,0,1,2,1,49.21,305.44,419,0
2202,2024-06-27 11:59:10,11,3,0,39.35,Shopping Mall,Visa,0,1,2,5,42.33,14401.9,2524,0
1161,2024-07-25 07:46:53,7,3,0,374.57,Airport Terminal,Amex,0,1,1,3,31.65,21611.92,1155,0
5582,2024-05-17 08:27:47,8,4,0,89.25,Downtown Branch,Amex,0,1,3,7,15.69,8847.41,2805,0
3593,2024-02-25 17:32:13,17,6,1,219.13,Train Station,RuPay,0,1,1,6,3.46,49660.21,2797,0
3953,2024-04-02 10:56:08,10,1,0,153.96,Hospital,MasterCard,0,1,1,8,14.33,12930.32,801,0
9692,2024-01-23 01:28:35,1,1,0,4093.58,Airport Terminal,Amex,2,1,7,24,448.81,-51.35,169,1
6248,2024-11-08 22:51:19,22,4,0,40.88,Downtown Branch,Visa,0,1,2,8,48.21,42009.61,3419,0
4154,2024-04-16 21:21:24,21,1,0,46.82,Downtown Branch,MasterCard,1,1,1,7,42.67,10901.12,3035,0
479,2024-07-24 10:49:53,10,2,0,39.51,Gas Station,MasterCard,0,1,1,2,5.06,11627.8,1608,0
1353,2024-10-31 08:28:00,8,3,0,150.92,Hotel Lobby,Visa,0,1,3,4,41.21,32327.49,2477,0
4310,2024-06-14 16:36:22,16,4,0,192.67,Airport Terminal,RuPay,0,1,3,5,32.22,47906.32,1730,0
5699,2024-05-03 08:47:14,8,4,0,280.5,Downtown Branch,Amex,0,1,2,5,33.46,37107.42,3439,0
2648,2024-08-10 12:08:35,12,5,1,403.82,Downtown Branch,Amex,0,1,3,4,6.96,40002.68,2624,0
8461,2024-04-30 23:19:46,23,1,0,393.69,Gas Station,MasterCard,0,1,3,1,33.86,5526.28,1129,0
8199,2024-06-15 20:06:02,20,5,1,339.11,University Campus,MasterCard,0,1,2,2,7.34,35006.73,501,0
7690,2024-10-10 02:20:44,2,3,0,461.81,Hospital,Visa,0,1,1,5,28.61,13355.55,1238,0
9258,2024-08-05 23:03:18,23,0,0,121.42,Hotel Lobby,Amex,0,1,1,4,34.77,18363.52,1591,0
2590,2024-06-08 06:30:58,6,5,1,111.83,Suburban Branch,RuPay,0,1,1,4,12.87,23684.73,449,0
1034,2024-10-04 17:58:56,17,4,0,432.16,Gas Station,MasterCard,0,1,1,8,18.83,23640.44,2729,0
4687,2024-05-06 19:20:48,19,0,0,428.61,Train Station,RuPay,0,1,3,6,21.55,7885.05,2692,0
5012,2024-10-20 13:03:59,13,6,1,401.82,University Campus,MasterCard,0,1,3,4,26.35,40964.95,2298,0
2599,2024-10-21 15:45:35,15,0,0,123.15,Train Station,Amex,0,1,2,8,41.46,20999.68,3011,0
5820,2024-06-04 02:29:58,2,1,0,449.75,Suburban Branch,Visa,1,1,1,7,12.1,38205.35,647,0
4609,2024-06-19 20:43:37,20,2,0,40.36,Airport Terminal,Amex,0,1,2,2,31.89,25988.76,2367,0
8471,2024-10-30 05:08:49,5,2,0,291.35,Airport Terminal,Visa,0,1,1,8,15.4,16290.73,429,0
9041,2024-10-08 07:36:33,7,1,0,462.96,Remote Village,Visa,0,1,1,5,18.24,41416.64,602,0
7451,2024-07-12 01:25:48,1,4,0,273.83,Train Station,Visa,0,1,3,8,18.82,43942.36,1937,0
4672,2024-12-13 13:54:33,13,4,0,488.91,Hospital,RuPay,0,1,3,8,15.37,15439.06,3624,0
5584,2024-11-09 08:03:53,8,5,1,147.81,Train Station,MasterCard,0,1,2,7,24.89,30067.83,618,0
3718,2024-07-06 16:42:21,16,5,1,141.5,Remote Village,Amex,0,1,3,2,34.59,23636.11,2014,0
9328,2024-06-17 20:49:24,20,0,0,496.4,Remote Village,RuPay,0,1,2,4,47.6,2334.76,435,0
3929,2024-02-06 21:22:09,21,1,0,322.47,University Campus,Amex,0,1,3,1,14.14,10552.94,480,0
3618,2024-05-29 15:38:24,15,2,0,444.92,Hotel Lobby,MasterCard,0,1,2,6,14.43,9041.19,2089,0
1426,2024-11-21 12:46:00,12,3,0,232.25,Shopping Mall,Amex,0,1,3,7,8.42,20259.91,922,0
9379,2024-08-14 23:57:34,23,2,0,370.31,Hospital,MasterCard,0,1,1,3,12.13,5516.36,2092,0
2920,2024-02-20 10:43:00,10,1,0,477.89,Downtown Branch,RuPay,0,1,1,2,38.25,48104.06,3394,0
3820,2024-10-04 17:28:53,17,4,0,89.32,Suburban Branch,RuPay,0,1,3,7,24.48,16076.78,73,0
1872,2024-02-26 17:47:21,17,0,0,127.77,Suburban Branch,Amex,0,1,3,8,36.18,11004.46,2387,0
5488,2024-02-19 06:49:51,6,0,0,104.7,Gas Station,Visa,1,1,2,2,30.09,28396.93,362,0
481,2024-09-18 22:43:34,22,2,0,240.19,Airport Terminal,RuPay,0,1,1,7,25.23,32910.84,2216,0
5973,2024-08-03 15:54:17,15,5,1,79.69,Downtown Branch,Visa,0,1,2,8,9.56,36364.98,2275,0
9601,2024-06-23 04:40:34,4,6,1,3335.63,Airport Terminal,Visa,4,1,4,16,838.58,744.8,126,1
2889,2024-03-17 16:45:11,16,6,1,497.97,University Campus,Visa,0,1,2,3,42.47,28056.69,3570,0
6687,2024-10-12 02:37:12,2,5,1,452.84,Remote Village,Amex,0,1,1,4,46.55,23639.72,2831,0
6316,2024-03-31 15:30:13,15,6,1,431.55,Gas Station,Visa,0,1,2,5,37.25,29544.25,981,0
528,2024-06-02 19:26:50,19,6,1,367.71,Downtown Branch,RuPay,0,1,1,6,41.69,46121.76,1992,0
4130,2024-02-10 11:20:23,11,5,1,129.28,University Campus,MasterCard,0,1,3,4,49.45,30845.79,3321,0
723,2024-02-28 21:07:08,21,2,0,381.54,University Campus,Amex,0,1,2,7,45.9,44913.46,3521,0
5121,2024-04-11 15:37:58,15,3,0,292.34,Shopping Mall,RuPay,0,1,1,6,35.36,48266.71,2275,0
4723,2024-09-01 21:50:57,21,6,1,456.79,Airport Terminal,Amex,0,1,1,1,29.99,28109.23,285,0
221,2024-12-22 02:07:18,2,6,1,446.89,Downtown Branch,MasterCard,2,1,1,1,38.22,20678.37,3481,0
9189,2024-01-14 08:07:46,8,6,1,146.28,Suburban Branch,Visa,0,1,3,4,38.5,778.06,2565,0
1936,2024-04-29 05:23:13,5,0,0,349.28,Suburban Branch,MasterCard,0,1,3,5,20.28,3855.87,2115,0
345,2024-07-02 09:24:23,9,1,0,446.92,Hospital,Amex,0,1,2,1,43.54,7623.84,850,0
8333,2024-05-20 10:51:08,10,0,0,211.14,Hotel Lobby,RuPay,1,1,2,6,49.1,9655.19,2540,0
9675,2024-11-03 22:43:11,22,6,1,289.12,University Campus,RuPay,2,1,13,22,4489.06,502.85,326,1
4484,2024-05-09 15:15:20,15,3,0,157.91,Shopping Mall,RuPay,0,1,2,6,40.14,44839.62,216,0
9707,2024-05-25 04:37:26,4,5,1,1765.22,Airport Terminal,Amex,5,0,15,9,4833.83,1455.27,26,1
8487,2024-02-24 15:41:10,15,5,1,446.88,Gas Station,RuPay,1,1,2,2,36.75,38678.82,2725,0
9217,2024-04-24 12:33:27,12,2,0,161.29,Gas Station,MasterCard,0,1,3,8,43.86,20966.04,1692,0
6904,2024-01-05 11:57:55,11,4,0,333.54,Remote Village,Visa,0,1,3,1,14.49,33545.23,2380,0
9155,2024-04-30 18:38:10,18,1,0,270.03,Train Station,Amex,1,1,1,4,41.58,17510.35,1634,0
5961,2024-01-01 21:13:43,21,0,0,492.66,Suburban Branch,Amex,0,1,3,1,21.31,13230.87,516,0
7035,2024-12-24 22:27:07,22,1,0,440.68,Airport Terminal,Amex,0,1,2,4,20.07,21007.1,2079,0
6052,2024-11-06 01:21:22,1,2,0,410.74,Gas Station,Amex,0,1,1,5,42.51,45294.2,2921,0
2392,2024-04-04 05:03:15,5,3,0,164.62,Shopping Mall,RuPay,0,1,3,2,46.49,13205.59,1953,0
7182,2024-01-25 05:00:55,5,3,0,236.19,Airport Terminal,MasterCard,0,1,3,2,15.84,16233.87,447,0
4329,2024-06-11 17:41:57,17,1,0,490.94,Suburban Branch,MasterCard,1,1,2,2,6.91,37182.36,525,0
6453,2024-04-15 12:18:40,12,0,0,168.79,Suburban Branch,Visa,0,1,2,4,47.01,8762.47,2049,0
1984,2024-12-05 08:32:50,8,3,0,488.75,Hospital,Amex,0,1,3,5,22.52,12390.88,2695,0
8247,2024-08-28 11:49:20,11,2,0,147.13,Suburban Branch,Visa,0,0,2,8,10.78,28681.62,3061,0
1555,2024-11-15 15:17:50,15,4,0,489.92,Hospital,MasterCard,0,1,3,4,19.59,30526.16,1446,0
4851,2024-05-22 00:37:45,0,2,0,191.06,Shopping Mall,Amex,1,0,1,3,47.37,26419.65,1181,0
9096,2024-12-22 09:44:25,9,6,1,202.16,Shopping Mall,Amex,0,1,1,1,4.57,7070.11,663,0
9923,2024-07-06 04:12:43,4,5,1,4343.06,Remote Village,Visa,5,1,4,6,408.81,322.73,58,1
7533,2024-06-01 14:59:05,14,5,1,320.34,Remote Village,Visa,0,1,3,5,31.63,45457.01,3301,0
6854,2024-05-08 13:47:17,13,2,0,98.69,Shopping Mall,RuPay,0,1,3,8,49.36,17980.19,1308,0
4642,2024-07-06 23:50:46,23,5,1,266.68,Suburban Branch,Visa,0,1,2,1,10.72,23627.48,3108,0
2882,2024-01-16 06:26:45,6,1,0,446.23,Suburban Branch,Amex,0,1,1,3,31.83,11553.43,1778,0
1678,2024-05-28 10:33:36,10,1,0,309.43,Airport Terminal,RuPay,0,1,2,2,7.42,24299.28,231,0
4886,2024-12-03 06:38:36,6,1,0,313.97,Hotel Lobby,MasterCard,0,1,3,8,17.54,2873.84,865,0
1965,2024-04-18 10:29:05,10,3,0,437.29,Train Station,Amex,0,1,2,3,29.62,19934.78,297,0
902,2024-04-02 12:40:17,12,1,0,332.12,Hospital,MasterCard,0,1,1,3,31.48,30131.57,198,0
7131,2024-11-06 09:41:43,9,2,0,225.22,Airport Terminal,Visa,0,1,2,1,42.23,21971.77,2540,0
3069,2024-02-12 02:31:22,2,0,0,388.9,Downtown Branch,Visa,0,1,3,8,0.48,37874.94,2461,0
2297,2024-03-26 05:23:08,5,1,0,250.9,Suburban Branch,RuPay,0,1,3,4,11.2,45273.92,2124,0
6238,2024-06-01 10:57:23,10,5,1,427.11,Airport Terminal,Visa,0,1,3,6,11.18,7183.37,406,0
5863,2024-09-06 18:52:48,18,4,0,82.9,Hospital,MasterCard,0,1,3,1,6.26,39507.85,958,0
297,2024-08-14 03:39:04,3,2,0,301.34,Airport Terminal,Visa,1,1,1,4,45.12,22227.22,557,0
8779,2024-04-12 11:02:29,11,4,0,234.4,Downtown Branch,Amex,0,1,3,1,20.3,241.81,54,0
58,2024-02-09 13:47:20,13,4,0,354.65,Remote Village,Visa,0,1,3,1,17.36,21476.06,1547,0
7243,2024-04-30 21:29:51,21,1,0,215.85,Hotel Lobby,MasterCard,0,1,2,3,34.72,49126.5,81,0
4386,2024-01-05 10:35:37,10,4,0,332.68,Hospital,Visa,0,1,3,4,8.92,16593.44,2359,0
2985,2024-03-09 04:44:22,4,5,1,277.69,Suburban Branch,MasterCard,1,0,2,1,16.42,2318.36,354,0
28,2024-12-28 10:36:28,10,5,1,187.52,University Campus,Visa,0,1,1,8,41.69,35206.64,2535,0
4408,2024-04-12 22:20:14,22,4,0,344.65,Remote Village,Visa,0,1,3,1,33.94,39821.49,3350,0
9878,2024-06-19 03:06:36,3,2,0,1847.3,Remote Village,Visa,3,0,9,30,3228.73,466.23,74,1
2677,2024-02-10 12:23:48,12,5,1,465.7,Gas Station,Visa,0,1,1,6,12.25,7796.63,1639,0
8546,2024-05-16 13:11:14,13,3,0,343.54,Shopping Mall,MasterCard,0,1,1,1,28.38,27735.68,35,0
5263,2024-06-14 23:53:03,23,4,0,273.59,University Campus,Amex,0,1,1,1,9.62,17375.17,2812,0
5842,2024-05-17 19:15:46,19,4,0,399.94,Train Station,RuPay,0,1,2,8,38.31,486.91,1751,0
7022,2024-01-14 14:02:42,14,6,1,373.14,Train Station,RuPay,2,1,1,3,16.27,22949.23,1030,0
3249,2024-05-23 03:10:14,3,3,0,198.47,University Campus,MasterCard,0,1,1,2,18.47,10310.0,209,0
5668,2024-09-18 23:02:05,23,2,0,124.92,Airport Terminal,Visa,0,1,2,1,22.81,47805.89,3236,0
3885,2024-10-26 04:46:50,4,5,1,39.5,Hotel Lobby,RuPay,0,1,3,1,13.66,48647.45,2996,0
7664,2024-07-06 17:36:55,17,5,1,67.3,Gas Station,MasterCard,0,0,1,2,16.95,31622.47,149,0
296,2024-02-09 13:50:43,13,4,0,405.87,Downtown Branch,Visa,0,1,1,3,9.91,20089.03,2841,0
3162,2024-02-07 13:09:59,13,2,0,409.17,Hotel Lobby,RuPay,0,1,1,5,39.27,46648.56,704,0
2581,2024-09-08 23:22:48,23,6,1,399.63,Shopping Mall,MasterCard,0,1,3,5,7.77,49263.96,156,0
3871,2024-04-03 17:23:39,17,2,0,21.21,University Campus,Amex,1,1,3,6,26.53,1763.62,2320,0
9211,2024-03-20 17:01:06,17,2,0,460.63,Suburban Branch,Visa,0,1,3,4,20.61,5777.64,2142,0
4405,2024-02-09 03:59:19,3,4,0,159.6,Hotel Lobby,RuPay,1,1,2,7,27.46,16850.6,2634,0
6953,2024-12-23 15:53:33,15,0,0,370.85,Airport Terminal,MasterCard,0,1,2,1,42.02,413.47,2689,0
649,2024-10-23 16:40:08,16,2,0,35.17,Airport Terminal,Amex,0,1,2,7,22.13,1895.46,754,0
1371,2024-11-04 17:57:59,17,0,0,493.65,University Campus,Visa,1,1,1,1,42.63,31001.91,3540,0
9856,2024-09-02 02:55:31,2,0,0,3122.67,Remote Village,Visa,4,0,8,22,3145.3,-485.92,350,1
6993,2024-05-05 19:36:06,19,6,1,194.81,Suburban Branch,RuPay,0,1,3,1,20.8,32752.69,1486,0
5533,2024-05-17 19:18:33,19,4,0,445.16,Downtown Branch,Visa,0,1,1,1,28.13,3571.45,671,0
9621,2024-05-11 18:05:43,18,5,1,244.38,Hospital,MasterCard,1,1,6,12,4952.68,989.08,351,1
5709,2024-10-29 03:27:38,3,1,0,376.65,Airport Terminal,RuPay,0,1,3,6,43.92,29749.27,1074,0
4210,2024-05-01 16:37:45,16,2,0,331.02,Hospital,Amex,0,1,1,6,43.5,5222.66,2580,0
682,2024-04-21 20:00:00,20,6,1,378.29,Hospital,MasterCard,0,1,3,4,49.76,14220.07,2803,0
435,2024-10-26 00:36:51,0,5,1,136.77,Train Station,MasterCard,0,1,3,1,24.1,12965.21,1597,0
9310,2024-02-02 21:35:59,21,4,0,380.82,Downtown Branch,MasterCard,0,1,1,6,25.25,6465.46,2188,0
4825,2024-12-04 03:34:48,3,2,0,21.3,Airport Terminal,RuPay,0,1,3,2,6.0,11600.89,3291,0
9762,2024-11-05 12:01:26,12,1,0,202.51,Shopping Mall,Visa,3,0,3,28,4212.88,-157.41,52,1
3160,2024-09-03 19:56:41,19,1,0,413.14,Hospital,RuPay,0,1,2,6,7.12,39443.84,2477,0
1490,2024-09-15 04:36:20,4,6,1,482.76,Gas Station,Amex,0,1,1,5,17.0,20660.29,334,0
2988,2024-07-30 17:04:25,17,1,0,206.82,Suburban Branch,RuPay,0,1,2,3,23.56,26506.3,3056,0
813,2024-02-05 11:46:59,11,0,0,27.7,Downtown Branch,MasterCard,0,1,1,2,11.03,44126.07,3294,0
1883,2024-05-28 03:10:36,3,1,0,381.57,Shopping Mall,Amex,1,1,3,2,32.33,48616.72,1824,0
9268,2024-03-22 02:56:30,2,4,0,179.9,Shopping Mall,Visa,1,1,3,6,42.78,43560.12,1314,0
4937,2024-01-25 06:38:28,6,3,0,233.56,University Campus,MasterCard,0,1,2,4,20.56,44591.51,3439,0
9936,2024-11-11 13:58:32,13,0,0,233.73,Airport Terminal,MasterCard,2,1,4,20,1429.3,109.55,355,1
1941,2024-05-19 06:06:27,6,6,1,269.64,Downtown Branch,RuPay,0,1,3,4,43.75,40244.44,1381,0
3297,2024-06-14 04:48:58,4,4,0,90.66,Shopping Mall,RuPay,1,1,3,3,20.53,38028.34,3430,0
3535,2024-06-04 16:34:41,16,1,0,234.05,Hospital,MasterCard,0,0,2,7,36.84,47658.94,58,0
4526,2024-04-24 07:18:46,7,2,0,499.78,Suburban Branch,Visa,1,1,2,7,30.3,14935.82,557,0
3730,2024-08-22 05:48:31,5,3,0,168.81,Hospital,Visa,0,0,2,8,47.29,11727.42,1606,0
7016,2024-12-12 16:35:54,16,3,0,304.74,Gas Station,MasterCard,0,1,3,3,5.37,27286.57,3046,0
1613,2024-12-03 05:27:44,5,1,0,353.41,Remote Village,Visa,0,1,2,2,11.18,49572.32,2096,0
1182,2024-11-30 19:59:50,19,5,1,204.95,Gas Station,Visa,0,1,3,2,35.79,30388.15,2217,0
1376,2024-03-24 16:22:40,16,6,1,51.28,Downtown Branch,Visa,0,1,2,8,20.62,48648.07,2392,0
9225,2024-12-09 12:51:27,12,0,0,266.94,Train Station,RuPay,1,1,1,8,22.93,1850.18,2009,0
3947,2024-09-15 03:08:28,3,6,1,477.14,Airport Terminal,Amex,0,1,1,4,48.24,23559.42,1589,0
7211,2024-05-11 20:17:09,20,5,1,490.68,Suburban Branch,Visa,0,1,1,3,3.03,8244.56,42,0
5212,2024-11-20 18:56:50,18,2,0,319.24,Suburban Branch,Amex,0,1,1,3,27.29,38236.92,337,0
64,2024-06-23 01:17:22,1,6,1,400.61,University Campus,Amex,0,1,1,5,33.2,18514.12,2297,0
627,2024-09-26 14:49:59,14,3,0,412.77,Remote Village,MasterCard,0,1,2,3,29.08,7392.24,1918,0
4422,2024-06-28 04:19:35,4,4,0,70.07,Shopping Mall,Amex,0,1,2,6,13.03,22768.47,2945,0
1670,2024-02-14 08:28:32,8,2,0,357.95,Remote Village,Amex,0,1,2,6,22.34,35200.05,2471,0
2113,2024-08-07 03:56:34,3,2,0,378.38,University Campus,RuPay,0,1,2,5,4.52,43997.22,265,0
5805,2024-05-30 06:59:26,6,3,0,295.39,Remote Village,Amex,0,1,2,5,31.08,41650.96,3578,0
9764,2024-05-21 20:21:42,20,1,0,131.69,Airport Terminal,Amex,3,0,9,16,3478.74,1971.23,82,1
4033,2024-08-14 00:05:30,0,2,0,180.16,Train Station,Visa,1,1,2,3,17.21,5045.51,2513,0
6546,2024-07-13 22:03:31,22,5,1,367.93,Hospital,Amex,0,1,2,3,45.91,40669.57,2745,0
7949,2024-08-13 23:14:35,23,1,0,66.25,University Campus,Visa,0,1,3,7,18.82,24242.14,753,0
85,2024-12-02 00:48:47,0,0,0,91.33,Hotel Lobby,MasterCard,0,1,3,7,22.77,16156.69,802,0
9181,2024-11-29 20:40:55,20,4,0,146.87,Remote Village,Amex,0,1,3,7,44.43,40628.23,2032,0
1463,2024-09-15 06:19:45,6,6,1,98.15,Train Station,RuPay,0,1,3,5,14.68,35312.31,1672,0
2284,2024-03-06 08:48:43,8,2,0,486.12,Hotel Lobby,Amex,0,1,2,5,8.29,21057.5,1998,0
2888,2024-01-15 20:51:16,20,0,0,93.7,University Campus,Amex,0,1,1,5,34.14,43870.05,2650,0
5835,2024-07-10 10:46:12,10,2,0,246.75,Shopping Mall,Amex,0,1,3,3,44.73,8526.83,2118,0
685,2024-01-29 08:55:39,8,0,0,65.73,Hotel Lobby,Visa,0,1,2,6,49.84,46972.16,3316,0
4470,2024-11-08 16:45:39,16,4,0,240.51,Hotel Lobby,Amex,0,1,1,5,9.45,39491.82,1726,0
419,2024-03-30 06:01:11,6,5,1,201.54,Downtown Branch,RuPay,0,1,3,7,41.33,30315.0,756,0
5229,2024-11-25 02:54:30,2,0,0,333.21,Hotel Lobby,Amex,0,1,2,3,9.18,26116.45,881,0
4254,2024-08-21 00:50:32,0,2,0,270.7,Downtown Branch,RuPay,1,1,1,2,42.58,38305.29,162,0
2710,2024-12-24 13:31:37,13,1,0,71.94,Suburban Branch,Amex,0,1,1,6,40.5,43270.83,1645,0
2358,2024-05-30 22:01:06,22,3,0,424.38,Hospital,Amex,0,1,1,2,23.0,37427.76,2426,0
8060,2024-08-18 12:12:54,12,6,1,62.87,Hotel Lobby,RuPay,0,1,3,7,11.5,31023.24,2067,0
1367,2024-02-16 06:43:23,6,4,0,332.22,Train Station,Visa,0,1,3,7,10.23,5723.41,1617,0
6278,2024-11-06 08:31:02,8,2,0,421.62,Hospital,RuPay,0,1,1,3,44.07,6600.76,3225,0
3917,2024-12-24 13:07:15,13,1,0,332.77,Remote Village,Amex,0,1,1,1,28.22,30628.16,2661,0
294,2024-11-16 22:28:55,22,5,1,358.26,University Campus,RuPay,0,1,2,3,4.56,12486.12,1487,0
2640,2024-04-24 20:20:15,20,2,0,367.39,University Campus,Amex,0,1,3,6,18.12,42463.85,287,0
9459,2024-02-12 12:44:03,12,0,0,363.53,Gas Station,RuPay,0,1,3,7,8.0,28398.31,835,0
1507,2024-11-22 00:24:30,0,4,0,248.88,Shopping Mall,RuPay,0,1,2,3,0.86,11797.61,2020,0
9038,2024-05-25 00:23:32,0,5,1,105.92,Gas Station,RuPay,0,1,3,4,28.78,587.46,3571,0
7394,2024-08-21 01:37:34,1,2,0,340.79,Shopping Mall,RuPay,0,1,3,5,33.04,32400.68,2403,0
1635,2024-05-28 12:20:43,12,1,0,451.83,Airport Terminal,RuPay,0,1,3,3,35.91,48021.49,2673,0
2458,2024-04-09 01:12:12,1,1,0,171.99,Downtown Branch,Visa,0,1,1,6,47.17,21380.81,1007,0
9892,2024-07-22 02:20:53,2,0,0,3854.73,Remote Village,Visa,4,1,14,28,916.67,327.96,143,1
5559,2024-12-20 18:59:40,18,4,0,60.53,Hospital,RuPay,0,1,2,2,26.99,41128.81,545,0
9752,2024-02-08 00:20:20,0,3,0,310.83,Suburban Branch,MasterCard,1,1,9,23,2592.33,1853.32,364,1
2301,2024-09-21 14:36:03,14,5,1,425.2,Downtown Branch,MasterCard,0,1,3,2,26.24,30931.58,2796,0
4538,2024-05-03 08:15:20,8,4,0,387.56,University Campus,MasterCard,0,1,1,1,46.14,29157.76,2712,0
2939,2024-01-31 17:44:02,17,2,0,490.81,Remote Village,Amex,0,1,2,5,20.8,21012.4,2091,0
1564,2024-08-29 05:48:17,5,3,0,121.21,Gas Station,RuPay,0,1,1,2,12.11,44828.39,50,0
5690,2024-11-04 01:52:02,1,0,0,396.36,Suburban Branch,MasterCard,0,1,1,8,46.31,31723.79,1823,0
8659,2024-03-24 08:59:54,8,6,1,467.33,Shopping Mall,Visa,0,1,2,3,12.65,40678.52,3131,0
7518,2024-07-02 11:50:28,11,1,0,131.84,Airport Terminal,Visa,0,1,3,3,2.93,14795.27,3430,0
1980,2024-09-08 00:07:23,0,6,1,435.75,University Campus,Visa,0,1,1,1,34.5,16471.7,2221,0
1884,2024-01-26 00:21:24,0,4,0,243.59,Downtown Branch,Amex,0,1,2,1,7.76,26874.42,3271,0
3804,2024-12-03 18:27:16,18,1,0,295.61,Gas Station,Amex,0,1,2,3,35.21,3325.69,2947,0
439,2024-03-19 17:55:16,17,1,0,420.77,Hotel Lobby,RuPay,0,1,1,2,46.01,33823.03,2747,0
4636,2024-12-01 14:29:29,14,6,1,403.74,Train Station,Amex,2,1,2,5,27.57,35079.18,1351,0
